Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ladislao Mazurkiewicz,Uruguay,1,GK, (1945-02-14),27,,Peñarol,Uruguay,1970-05-31
Atilio Ancheta,Uruguay,2,DF, (1948-07-19),10,,Nacional,Uruguay,1970-05-31
Roberto Matosas,Uruguay,3,DF, (1940-05-11),12,,Peñarol,Uruguay,1970-05-31
Luis Ubiña,Uruguay,4,DF, (1940-06-07),19,,Nacional,Uruguay,1970-05-31
Julio Montero Castillo,Uruguay,5,MF, (1944-04-25),22,,Nacional,Uruguay,1970-05-31
Juan Mujica,Uruguay,6,DF, (1943-12-22),16,,Nacional,Uruguay,1970-05-31
Luis Cubilla,Uruguay,7,FW, (1940-03-28),23,,Nacional,Uruguay,1970-05-31
Pedro Rocha (c),Uruguay,8,MF, (1942-12-03),48,,Peñarol,Uruguay,1970-05-31
Víctor Espárrago,Uruguay,9,MF, (1944-10-06),15,,Nacional,Uruguay,1970-05-31
Ildo Maneiro,Uruguay,10,MF, (1947-08-04),3,,Nacional,Uruguay,1970-05-31
Julio Morales,Uruguay,11,FW, (1945-02-16),11,,Nacional,Uruguay,1970-05-31
Héctor Santos,Uruguay,12,GK, (1944-10-29),1,,Bella Vista,Uruguay,1970-05-31
Rodolfo Sandoval,Uruguay,13,DF, (1948-10-04),0,,Peñarol,Uruguay,1970-05-31
Francisco Cámera,Uruguay,14,DF, (1944-01-01),1,,Bella Vista,Uruguay,1970-05-31
Dagoberto Fontes,Uruguay,15,MF, (1943-06-06),9,,Defensor,Uruguay,1970-05-31
Omar Caetano,Uruguay,16,DF, (1938-11-08),30,,Peñarol,Uruguay,1970-05-31
Rúben Bareño,Uruguay,17,FW, (1944-01-23),12,,Cerro,Uruguay,1970-05-31
Alberto Gómez,Uruguay,18,FW, (1944-06-10),3,,Liverpool,Uruguay,1970-05-31
Oscar Zubia,Uruguay,19,FW, (1946-02-08),11,,River Plate,Uruguay,1970-05-31
Julio César Cortés,Uruguay,20,MF, (1941-03-29),24,,Peñarol,Uruguay,1970-05-31
Julio Losada,Uruguay,21,FW, (1950-06-16),3,,Peñarol,Uruguay,1970-05-31
Walter Corbo,Uruguay,22,GK, (1949-05-02),0,,Peñarol,Uruguay,1970-05-31
