Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Simeon Simeonov,Bulgaria,1,GK, (1946-04-26),30,,Slavia Sofia,Bulgaria,1970-05-31
Aleksandar Shalamanov,Bulgaria,2,DF, (1941-09-04),33,,Slavia Sofia,Bulgaria,1970-05-31
Ivan Dimitrov (c),Bulgaria,3,DF, (1935-05-14),70,,Akademik Sofia,Bulgaria,1970-05-31
Stefan Aladzhov,Bulgaria,4,DF, (1947-10-18),9,,Levski-Spartak Sofia,Bulgaria,1970-05-31
Ivan Davidov,Bulgaria,5,MF, (1943-10-05),10,,Slavia Sofia,Bulgaria,1970-05-31
Dimitar Penev,Bulgaria,6,DF, (1945-07-12),48,,CSKA SZ Sofia,Bulgaria,1970-05-31
Georgi Popov,Bulgaria,7,FW, (1944-07-14),20,,Trakia Plovdiv,Bulgaria,1970-05-31
Hristo Bonev,Bulgaria,8,FW, (1947-02-03),25,,Lokomotiv Plovdiv,Bulgaria,1970-05-31
Petar Zhekov,Bulgaria,9,FW, (1944-10-10),31,,CSKA SZ Sofia,Bulgaria,1970-05-31
Dimitar Yakimov,Bulgaria,10,FW, (1941-07-12),59,,CSKA SZ Sofia,Bulgaria,1970-05-31
Dinko Dermendzhiev,Bulgaria,11,MF, (1941-06-02),36,,Trakia Plovdiv,Bulgaria,1970-05-31
Milko Gaydarski,Bulgaria,12,DF, (1946-03-18),19,,Levski-Spartak Sofia,Bulgaria,1970-05-31
Stoyan Yordanov,Bulgaria,13,GK, (1944-01-29),8,,CSKA SZ Sofia,Bulgaria,1970-05-31
Dobromir Zhechev,Bulgaria,14,DF, (1942-11-12),42,,Levski-Spartak Sofia,Bulgaria,1970-05-31
Boris Gaganelov,Bulgaria,15,DF, (1941-10-07),50,,CSKA SZ Sofia,Bulgaria,1970-05-31
Asparuh Nikodimov,Bulgaria,16,MF, (1945-08-21),17,,CSKA SZ Sofia,Bulgaria,1970-05-31
Todor Kolev,Bulgaria,17,DF, (1942-04-29),9,,Slavia Sofia,Bulgaria,1970-05-31
Dimitar Marashliev,Bulgaria,18,FW, (1947-08-31),6,,CSKA SZ Sofia,Bulgaria,1970-05-31
Georgi Asparuhov,Bulgaria,19,MF, (1943-05-04),46,,Levski-Spartak Sofia,Bulgaria,1970-05-31
Vasil Mitkov,Bulgaria,20,MF, (1943-09-17),8,,Levski-Spartak Sofia,Bulgaria,1970-05-31
Bozhidar Grigorov,Bulgaria,21,FW, (1945-07-27),0,,Slavia Sofia,Bulgaria,1970-05-31
Georgi Kamenski,Bulgaria,22,GK, (1947-02-03),0,,Levski-Spartak Sofia,Bulgaria,1970-05-31
