Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jim Leighton,Scotland,1,GK, (1958-07-24),55,,Manchester United,England,1990-06-08
Alex McLeish,Scotland,2,DF, (1959-01-21),69,,Aberdeen,Scotland,1990-06-08
Roy Aitken (c),Scotland,3,DF, (1958-11-24),53,,Newcastle United,England,1990-06-08
Richard Gough,Scotland,4,DF, (1962-04-05),49,,Rangers,Scotland,1990-06-08
Paul McStay,Scotland,5,MF, (1964-10-22),46,,Celtic,Scotland,1990-06-08
Maurice Malpas,Scotland,6,DF, (1962-08-03),34,,Dundee United,Scotland,1990-06-08
Mo Johnston,Scotland,7,FW, (1963-04-13),33,,Rangers,Scotland,1990-06-08
Jim Bett,Scotland,8,MF, (1959-11-25),24,,Aberdeen,Scotland,1990-06-08
Ally McCoist,Scotland,9,FW, (1962-09-24),23,,Rangers,Scotland,1990-06-08
Murdo MacLeod,Scotland,10,MF, (1958-09-24),14,,Borussia Dortmund,West Germany,1990-06-08
Gary Gillespie,Scotland,11,DF, (1960-07-05),11,,Liverpool,England,1990-06-08
Andy Goram,Scotland,12,GK, (1964-04-13),9,,Hibernian,Scotland,1990-06-08
Gordon Durie,Scotland,13,FW, (1965-12-06),6,,Chelsea,England,1990-06-08
Alan McInally,Scotland,14,FW, (1963-02-10),7,,Bayern Munich,West Germany,1990-06-08
Craig Levein,Scotland,15,DF, (1964-10-22),5,,Heart of Midlothian,Scotland,1990-06-08
Stuart McCall,Scotland,16,MF, (1964-06-10),5,,Everton,England,1990-06-08
Stewart McKimmie,Scotland,17,DF, (1962-10-27),4,,Aberdeen,Scotland,1990-06-08
John Collins,Scotland,18,MF, (1968-01-31),4,,Hibernian,Scotland,1990-06-08
David McPherson,Scotland,19,DF, (1964-01-28),4,,Heart of Midlothian,Scotland,1990-06-08
Gary McAllister,Scotland,20,MF, (1964-12-25),3,,Leicester City,England,1990-06-08
Robert Fleck,Scotland,21,FW, (1965-08-11),1,,Norwich City,England,1990-06-08
Bryan Gunn,Scotland,22,GK, (1963-12-22),1,,Norwich City,England,1990-06-08
