Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Silviu Lung (c),Romania,1,GK, (1956-09-09),65,,Steaua București,Romania,1990-06-08
Mircea Rednic,Romania,2,DF, (1962-04-09),74,,Dinamo București,Romania,1990-06-08
Michael Klein,Romania,3,DF, (1959-10-10),78,,Dinamo București,Romania,1990-06-08
Ioan Andone,Romania,4,DF, (1960-03-15),49,,Dinamo București,Romania,1990-06-08
Iosif Rotariu,Romania,5,MF, (1962-09-27),11,,Steaua București,Romania,1990-06-08
Gheorghe Popescu,Romania,6,DF, (1967-10-09),18,,Universitatea Craiova,Romania,1990-06-08
Marius Lăcătuș,Romania,7,FW, (1964-04-05),38,,Steaua București,Romania,1990-06-08
Ioan Sabău,Romania,8,MF, (1968-02-12),21,,Dinamo București,Romania,1990-06-08
Rodion Cămătaru,Romania,9,FW, (1958-06-22),74,,Charleroi,Belgium,1990-06-08
Gheorghe Hagi,Romania,10,MF, (1965-02-05),59,,Steaua București,Romania,1990-06-08
Dănuț Lupu,Romania,11,MF, (1967-02-27),7,,Dinamo București,Romania,1990-06-08
Bogdan Stelea,Romania,12,GK, (1967-12-05),3,,Dinamo București,Romania,1990-06-08
Adrian Popescu,Romania,13,DF, (1960-06-26),1,,Universitatea Craiova,Romania,1990-06-08
Florin Răducioiu,Romania,14,FW, (1970-03-17),3,,Dinamo București,Romania,1990-06-08
Dorin Mateuț,Romania,15,MF, (1965-08-05),45,,Dinamo București,Romania,1990-06-08
Daniel Timofte,Romania,16,MF, (1967-10-01),4,,Dinamo București,Romania,1990-06-08
Ilie Dumitrescu,Romania,17,FW, (1969-01-06),9,,Steaua București,Romania,1990-06-08
Gabi Balint,Romania,18,FW, (1963-01-03),24,,Steaua București,Romania,1990-06-08
Emil Săndoi,Romania,19,DF, (1965-03-01),8,,Universitatea Craiova,Romania,1990-06-08
Zsolt Muzsnay,Romania,20,MF, (1965-08-20),6,,Steaua București,Romania,1990-06-08
Ioan Lupescu,Romania,21,MF, (1968-12-09),4,,Dinamo București,Romania,1990-06-08
Gheorghe Liliac,Romania,22,GK, (1959-04-22),2,,Petrolul Ploiești,Romania,1990-06-08
