Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Michel Preud'homme,Belgium,1,GK, (1959-01-24),23,,Mechelen,Belgium,1990-06-08
Eric Gerets,Belgium,2,DF, (1954-05-18),80,,PSV,Netherlands,1990-06-08
Philippe Albert,Belgium,3,DF, (1967-08-10),7,,Mechelen,Belgium,1990-06-08
Lei Clijsters,Belgium,4,DF, (1956-11-06),36,,Mechelen,Belgium,1990-06-08
Bruno Versavel,Belgium,5,MF, (1967-08-27),14,,Mechelen,Belgium,1990-06-08
Marc Emmers,Belgium,6,MF, (1966-02-25),16,,Mechelen,Belgium,1990-06-08
Stéphane Demol,Belgium,7,DF, (1966-03-11),29,,Porto,Portugal,1990-06-08
Franky Van der Elst,Belgium,8,MF, (1961-04-30),37,,Club Brugge,Belgium,1990-06-08
Marc Degryse,Belgium,9,FW, (1965-09-04),24,,Anderlecht,Belgium,1990-06-08
Enzo Scifo,Belgium,10,MF, (1966-02-19),39,,Auxerre,France,1990-06-08
Jan Ceulemans (c),Belgium,11,MF, (1957-02-28),88,,Club Brugge,Belgium,1990-06-08
Gilbert Bodart,Belgium,12,GK, (1962-09-02),5,,Standard Liège,Belgium,1990-06-08
Georges Grün,Belgium,13,DF, (1962-01-25),47,,Anderlecht,Belgium,1990-06-08
Nico Claesen,Belgium,14,FW, (1962-10-07),35,,Royal Antwerp,Belgium,1990-06-08
Jean-François De Sart,Belgium,15,DF, (1961-12-18),3,,FC Liège,Belgium,1990-06-08
Michel De Wolf,Belgium,16,DF, (1958-01-19),27,,Kortrijk,Belgium,1990-06-08
Pascal Plovie,Belgium,17,DF, (1965-05-07),2,,Club Brugge,Belgium,1990-06-08
Lorenzo Staelens,Belgium,18,MF, (1964-04-30),1,,Club Brugge,Belgium,1990-06-08
Marc Van Der Linden,Belgium,19,FW, (1964-02-04),17,,Anderlecht,Belgium,1990-06-08
Filip De Wilde,Belgium,20,GK, (1964-07-05),2,,Anderlecht,Belgium,1990-06-08
Marc Wilmots,Belgium,21,MF, (1969-02-22),2,,Mechelen,Belgium,1990-06-08
Patrick Vervoort,Belgium,22,MF, (1965-01-17),27,,Anderlecht,Belgium,1990-06-08
