Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Hans van Breukelen,Netherlands,1,GK, (1956-10-04),52,,PSV,Netherlands,1990-06-08
Berry van Aerle,Netherlands,2,DF, (1962-12-08),22,,PSV,Netherlands,1990-06-08
Frank Rijkaard,Netherlands,3,MF, (1962-09-30),42,,Milan,Italy,1990-06-08
Ronald Koeman,Netherlands,4,DF, (1963-03-21),43,,Barcelona,Spain,1990-06-08
Adri van Tiggelen,Netherlands,5,DF, (1957-06-16),40,,Anderlecht,Belgium,1990-06-08
Jan Wouters,Netherlands,6,MF, (1960-07-17),30,,Ajax,Netherlands,1990-06-08
Erwin Koeman,Netherlands,7,MF, (1961-09-20),23,,Mechelen,Belgium,1990-06-08
Gerald Vanenburg,Netherlands,8,MF, (1964-03-05),36,,PSV,Netherlands,1990-06-08
Marco van Basten,Netherlands,9,FW, (1964-10-31),35,,Milan,Italy,1990-06-08
Ruud Gullit (c),Netherlands,10,MF, (1962-09-01),44,,Milan,Italy,1990-06-08
Richard Witschge,Netherlands,11,MF, (1969-09-20),4,,Ajax,Netherlands,1990-06-08
Wim Kieft,Netherlands,12,FW, (1962-11-12),27,,PSV,Netherlands,1990-06-08
Graeme Rutjes,Netherlands,13,DF, (1960-03-26),7,,Mechelen,Belgium,1990-06-08
John van 't Schip,Netherlands,14,FW, (1963-11-30),22,,Ajax,Netherlands,1990-06-08
Bryan Roy,Netherlands,15,FW, (1970-02-12),2,,Ajax,Netherlands,1990-06-08
Joop Hiele,Netherlands,16,GK, (1958-12-25),6,,Feyenoord,Netherlands,1990-06-08
Hans Gillhaus,Netherlands,17,FW, (1963-11-05),2,,Aberdeen,Scotland,1990-06-08
Henk Fraser,Netherlands,18,DF, (1966-07-07),2,,Roda JC,Netherlands,1990-06-08
John van Loen,Netherlands,19,FW, (1965-02-04),6,,Roda JC,Netherlands,1990-06-08
Aron Winter,Netherlands,20,MF, (1967-03-01),11,,Ajax,Netherlands,1990-06-08
Danny Blind,Netherlands,21,DF, (1961-08-01),5,,Ajax,Netherlands,1990-06-08
Stanley Menzo,Netherlands,22,GK, (1963-10-15),1,,Ajax,Netherlands,1990-06-08
