Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jan Stejskal,Czechoslovakia,1,GK, (1962-01-15),16,,Sparta Prague,Czechoslovakia,1990-06-08
Július Bielik,Czechoslovakia,2,DF, (1962-03-08),16,,Sparta Prague,Czechoslovakia,1990-06-08
Miroslav Kadlec,Czechoslovakia,3,DF, (1964-06-22),20,,TJ Vítkovice,Czechoslovakia,1990-06-08
Ivan Hašek (c),Czechoslovakia,4,MF, (1963-09-06),42,,Sparta Prague,Czechoslovakia,1990-06-08
Ján Kocian,Czechoslovakia,5,DF, (1958-03-13),13,,FC St. Pauli,West Germany,1990-06-08
František Straka,Czechoslovakia,6,DF, (1958-05-21),32,,Borussia Mönchengladbach,West Germany,1990-06-08
Michal Bílek,Czechoslovakia,7,MF, (1965-04-13),20,,Sparta Prague,Czechoslovakia,1990-06-08
Jozef Chovanec,Czechoslovakia,8,MF, (1960-03-07),42,,PSV,Netherlands,1990-06-08
Luboš Kubík,Czechoslovakia,9,MF, (1964-01-20),21,,Fiorentina,Italy,1990-06-08
Tomáš Skuhravý,Czechoslovakia,10,FW, (1965-09-07),22,,Sparta Prague,Czechoslovakia,1990-06-08
Ľubomír Moravčík,Czechoslovakia,11,MF, (1965-06-22),16,,Plastika Nitra,Czechoslovakia,1990-06-08
Peter Fieber,Czechoslovakia,12,DF, (1964-05-16),3,,Dunajská Streda,Czechoslovakia,1990-06-08
Jiří Němec,Czechoslovakia,13,MF, (1966-05-15),1,,Dukla Prague,Czechoslovakia,1990-06-08
Vladimír Weiss,Czechoslovakia,14,MF, (1964-09-22),15,,Inter Bratislava,Czechoslovakia,1990-06-08
Vladimír Kinier,Czechoslovakia,15,DF, (1958-04-06),9,,Slovan Bratislava,Czechoslovakia,1990-06-08
Viliam Hýravý,Czechoslovakia,16,FW, (1962-11-26),10,,Baník Ostrava,Czechoslovakia,1990-06-08
Ivo Knoflíček,Czechoslovakia,17,FW, (1962-02-23),28,,FC St. Pauli,West Germany,1990-06-08
Milan Luhový,Czechoslovakia,18,FW, (1963-01-01),28,,Sporting Gijón,Spain,1990-06-08
Stanislav Griga,Czechoslovakia,19,FW, (1961-11-04),32,,Feyenoord,Netherlands,1990-06-08
Václav Němeček,Czechoslovakia,20,MF, (1967-01-25),17,,Sparta Prague,Czechoslovakia,1990-06-08
Luděk Mikloško,Czechoslovakia,21,GK, (1961-12-09),32,,West Ham United,England,1990-06-08
Peter Palúch,Czechoslovakia,22,GK, (1958-02-17),0,,Plastika Nitra,Czechoslovakia,1990-06-08
