Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Eduardo,Portugal,1,GK, (1982-09-19),15,,Braga,Portugal,2010-06-11
Bruno Alves,Portugal,2,DF, (1981-11-27),31,,Porto,Portugal,2010-06-11
Paulo Ferreira,Portugal,3,DF, (1979-01-18),61,,Chelsea,England,2010-06-11
Rolando,Portugal,4,DF, (1985-08-31),8,,Porto,Portugal,2010-06-11
Duda,Portugal,5,MF, (1980-06-27),16,,Málaga,Spain,2010-06-11
Ricardo Carvalho,Portugal,6,DF, (1978-05-18),63,,Chelsea,England,2010-06-11
Cristiano Ronaldo (c),Portugal,7,FW, (1985-02-05),72,,Real Madrid,Spain,2010-06-11
Pedro Mendes,Portugal,8,MF, (1979-02-26),8,,Sporting CP,Portugal,2010-06-11
Liédson,Portugal,9,FW, (1977-12-17),10,,Sporting CP,Portugal,2010-06-11
Danny,Portugal,10,MF, (1983-08-07),11,,Zenit Saint Petersburg,Russia,2010-06-11
Simão,Portugal,11,MF, (1979-10-31),81,,Atlético Madrid,Spain,2010-06-11
Beto,Portugal,12,GK, (1982-05-01),1,,Porto,Portugal,2010-06-11
Miguel,Portugal,13,DF, (1980-01-04),57,,Valencia,Spain,2010-06-11
Miguel Veloso,Portugal,14,MF, (1986-05-11),12,,Sporting CP,Portugal,2010-06-11
Pepe,Portugal,15,DF, (1983-02-26),25,,Real Madrid,Spain,2010-06-11
Raul Meireles,Portugal,16,MF, (1983-03-17),34,,Porto,Portugal,2010-06-11
Rúben Amorim[10],Portugal,17,MF, (1985-01-27),0,,Benfica,Portugal,2010-06-11
Hugo Almeida,Portugal,18,FW, (1984-05-23),26,,Werder Bremen,Germany,2010-06-11
Tiago,Portugal,19,MF, (1981-05-02),51,,Atlético Madrid,Spain,2010-06-11
Deco,Portugal,20,MF, (1977-08-27),74,,Chelsea,England,2010-06-11
Ricardo Costa,Portugal,21,DF, (1981-05-16),8,,Lille,France,2010-06-11
Daniel Fernandes,Portugal,22,GK, (1983-09-25),2,,Iraklis,Greece,2010-06-11
Fábio Coentrão,Portugal,23,DF, (1988-03-11),4,,Benfica,Portugal,2010-06-11
