Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Claudio Bravo (c),Chile,1,GK, (1983-04-13),41,,Real Sociedad,Spain,2010-06-11
Ismael Fuentes,Chile,2,DF, (1981-08-04),25,,Universidad Católica,Chile,2010-06-11
Waldo Ponce,Chile,3,DF, (1982-12-04),23,,Universidad Católica,Chile,2010-06-11
Mauricio Isla,Chile,4,MF, (1988-06-12),10,,Udinese,Italy,2010-06-11
Pablo Contreras,Chile,5,DF, (1978-09-11),49,,PAOK,Greece,2010-06-11
Carlos Carmona,Chile,6,MF, (1987-02-21),18,,Reggina,Italy,2010-06-11
Alexis Sánchez,Chile,7,FW, (1988-12-19),26,,Udinese,Italy,2010-06-11
Arturo Vidal,Chile,8,MF, (1987-05-22),21,,Bayer Leverkusen,Germany,2010-06-11
Humberto Suazo,Chile,9,FW, (1981-05-10),41,,Zaragoza,Spain,2010-06-11
Jorge Valdivia,Chile,10,MF, (1983-10-19),36,,Al Ain,United Arab Emirates,2010-06-11
Mark González,Chile,11,FW, (1984-07-10),38,,CSKA Moscow,Russia,2010-06-11
Miguel Pinto,Chile,12,GK, (1983-07-04),13,,Universidad de Chile,Chile,2010-06-11
Marco Estrada,Chile,13,MF, (1983-05-28),20,,Universidad de Chile,Chile,2010-06-11
Matías Fernández,Chile,14,MF, (1986-05-15),35,,Sporting CP,Portugal,2010-06-11
Jean Beausejour,Chile,15,FW, (1984-06-01),23,,América,Mexico,2010-06-11
Fabián Orellana,Chile,16,FW, (1986-01-27),13,,Xerez,Spain,2010-06-11
Gary Medel,Chile,17,DF, (1987-08-03),23,,Boca Juniors,Argentina,2010-06-11
Gonzalo Jara,Chile,18,DF, (1985-08-29),31,,West Bromwich Albion,England,2010-06-11
Gonzalo Fierro,Chile,19,MF, (1983-03-21),16,,Flamengo,Brazil,2010-06-11
Rodrigo Millar,Chile,20,MF, (1981-11-03),19,,Colo-Colo,Chile,2010-06-11
Rodrigo Tello,Chile,21,MF, (1979-10-14),32,,Beşiktaş,Turkey,2010-06-11
Esteban Paredes,Chile,22,FW, (1980-08-01),12,,Colo-Colo,Chile,2010-06-11
Luis Marín,Chile,23,GK, (1983-05-18),2,,Unión Española,Chile,2010-06-11
