Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Thomas Sørensen,Denmark,1,GK, (1976-06-12),86,,Stoke City,England,2010-06-11
Christian Poulsen,Denmark,2,MF, (1980-02-28),74,,Juventus,Italy,2010-06-11
Simon Kjær,Denmark,3,DF, (1989-03-26),9,,Palermo,Italy,2010-06-11
Daniel Agger,Denmark,4,DF, (1984-12-12),32,,Liverpool,England,2010-06-11
William Kvist,Denmark,5,DF, (1985-02-24),14,,Copenhagen,Denmark,2010-06-11
Lars Jacobsen,Denmark,6,DF, (1979-09-20),31,,Blackburn Rovers,England,2010-06-11
Daniel Jensen,Denmark,7,MF, (1979-06-25),49,,Werder Bremen,Germany,2010-06-11
Jesper Grønkjær,Denmark,8,MF, (1977-08-12),78,,Copenhagen,Denmark,2010-06-11
Jon Dahl Tomasson (c),Denmark,9,FW, (1976-08-29),110,,Feyenoord,Netherlands,2010-06-11
Martin Jørgensen,Denmark,10,MF, (1975-10-06),96,,AGF,Denmark,2010-06-11
Nicklas Bendtner,Denmark,11,FW, (1988-01-16),32,,Arsenal,England,2010-06-11
Thomas Kahlenberg,Denmark,12,MF, (1983-03-20),31,,VfL Wolfsburg,Germany,2010-06-11
Per Krøldrup,Denmark,13,DF, (1979-07-31),30,,Fiorentina,Italy,2010-06-11
Jakob Poulsen,Denmark,14,MF, (1983-07-07),13,,AGF,Denmark,2010-06-11
Simon Poulsen,Denmark,15,DF, (1984-10-07),5,,AZ,Netherlands,2010-06-11
Stephan Andersen,Denmark,16,GK, (1981-11-26),7,,Brøndby,Denmark,2010-06-11
Mikkel Beckmann,Denmark,17,FW, (1983-10-24),5,,Randers,Denmark,2010-06-11
Søren Larsen,Denmark,18,FW, (1981-09-06),19,,MSV Duisburg,Germany,2010-06-11
Dennis Rommedahl,Denmark,19,MF, (1978-07-22),96,,Ajax,Netherlands,2010-06-11
Thomas Enevoldsen,Denmark,20,MF, (1987-07-27),6,,Groningen,Netherlands,2010-06-11
Christian Eriksen,Denmark,21,MF, (1992-02-14),3,,Ajax,Netherlands,2010-06-11
Jesper Christiansen,Denmark,22,GK, (1978-04-24),11,,Copenhagen,Denmark,2010-06-11
Patrick Mtiliga,Denmark,23,DF, (1981-01-28),4,,Málaga,Spain,2010-06-11
