Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Justo Villar,Paraguay,1,GK, (1977-06-30),71,,Valladolid,Spain,2010-06-11
Darío Verón,Paraguay,2,DF, (1979-06-26),27,,UNAM,Mexico,2010-06-11
Claudio Morel,Paraguay,3,DF, (1978-02-02),25,,Boca Juniors,Argentina,2010-06-11
Denis Caniza (c),Paraguay,4,DF, (1974-08-29),95,,León,Mexico,2010-06-11
Julio César Cáceres,Paraguay,5,DF, (1979-10-05),59,,Atlético Mineiro,Brazil,2010-06-11
Carlos Bonet,Paraguay,6,DF, (1977-10-02),60,,Olimpia,Paraguay,2010-06-11
Óscar Cardozo,Paraguay,7,FW, (1983-05-20),29,,Benfica,Portugal,2010-06-11
Édgar Barreto,Paraguay,8,MF, (1984-07-15),47,,Atalanta,Italy,2010-06-11
Roque Santa Cruz,Paraguay,9,FW, (1981-08-16),66,,Manchester City,England,2010-06-11
Édgar Benítez,Paraguay,10,FW, (1987-11-08),12,,Pachuca,Mexico,2010-06-11
Jonathan Santana,Paraguay,11,MF, (1981-10-19),21,,VfL Wolfsburg,Germany,2010-06-11
Diego Barreto,Paraguay,12,GK, (1981-07-16),2,,Cerro Porteño,Paraguay,2010-06-11
Enrique Vera,Paraguay,13,MF, (1979-03-10),25,,LDU Quito,Ecuador,2010-06-11
Paulo da Silva,Paraguay,14,DF, (1980-02-01),67,,Sunderland,England,2010-06-11
Víctor Cáceres,Paraguay,15,MF, (1985-03-25),25,,Libertad,Paraguay,2010-06-11
Cristian Riveros,Paraguay,16,MF, (1982-10-16),45,,Cruz Azul,Mexico,2010-06-11
Aureliano Torres,Paraguay,17,DF, (1982-06-16),25,,San Lorenzo,Argentina,2010-06-11
Nelson Valdez,Paraguay,18,FW, (1983-11-28),38,,Borussia Dortmund,Germany,2010-06-11
Lucas Barrios,Paraguay,19,FW, (1984-11-13),3,,Borussia Dortmund,Germany,2010-06-11
Néstor Ortigoza,Paraguay,20,MF, (1984-10-07),3,,Argentinos Juniors,Argentina,2010-06-11
Antolín Alcaraz,Paraguay,21,DF, (1982-07-30),5,,Club Brugge,Belgium,2010-06-11
Aldo Bobadilla,Paraguay,22,GK, (1976-04-20),18,,Independiente Medellín,Colombia,2010-06-11
Rodolfo Gamarra,Paraguay,23,FW, (1988-12-10),2,,Libertad,Paraguay,2010-06-11
