Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Tim Howard,United States,1,GK, (1979-03-06),51,,Everton,England,2010-06-11
Jonathan Spector,United States,2,DF, (1986-03-01),25,,West Ham United,England,2010-06-11
Carlos Bocanegra (c),United States,3,DF, (1979-05-25),79,,Rennes,France,2010-06-11
Michael Bradley,United States,4,MF, (1987-07-31),43,,Borussia Mönchengladbach,Germany,2010-06-11
Oguchi Onyewu,United States,5,DF, (1982-05-13),54,,Milan,Italy,2010-06-11
Steve Cherundolo,United States,6,DF, (1979-02-19),60,,Hannover 96,Germany,2010-06-11
DaMarcus Beasley,United States,7,MF, (1982-05-24),92,,Rangers,Scotland,2010-06-11
Clint Dempsey,United States,8,MF, (1983-03-09),62,,Fulham,England,2010-06-11
Herculez Gomez,United States,9,FW, (1982-04-06),4,,Puebla,Mexico,2010-06-11
Landon Donovan,United States,10,MF, (1982-03-04),123,,LA Galaxy,United States,2010-06-11
Stuart Holden,United States,11,MF, (1985-08-01),14,,Bolton Wanderers,England,2010-06-11
Jonathan Bornstein,United States,12,DF, (1984-11-07),32,,Chivas USA,United States,2010-06-11
Ricardo Clark,United States,13,MF, (1983-03-10),29,,Eintracht Frankfurt,Germany,2010-06-11
Edson Buddle,United States,14,FW, (1981-05-21),3,,LA Galaxy,United States,2010-06-11
Jay DeMerit,United States,15,DF, (1979-12-04),19,,Watford,England,2010-06-11
José Francisco Torres,United States,16,MF, (1987-10-29),10,,Pachuca,Mexico,2010-06-11
Jozy Altidore,United States,17,FW, (1989-11-06),25,,Hull City,England,2010-06-11
Brad Guzan,United States,18,GK, (1984-09-09),16,,Aston Villa,England,2010-06-11
Maurice Edu,United States,19,MF, (1986-04-18),13,,Rangers,Scotland,2010-06-11
Robbie Findley,United States,20,FW, (1985-08-04),6,,Real Salt Lake,United States,2010-06-11
Clarence Goodson,United States,21,DF, (1982-05-17),14,,Start,Norway,2010-06-11
Benny Feilhaber,United States,22,MF, (1985-01-19),32,,AGF,Denmark,2010-06-11
Marcus Hahnemann,United States,23,GK, (1972-06-15),7,,Wolverhampton Wanderers,England,2010-06-11
