Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Júlio César,Brazil,1,GK, (1979-09-03),48,,Inter Milan,Italy,2010-06-11
Maicon,Brazil,2,DF, (1981-07-26),58,,Inter Milan,Italy,2010-06-11
Lúcio (c),Brazil,3,DF, (1978-05-08),91,,Inter Milan,Italy,2010-06-11
Juan,Brazil,4,DF, (1979-02-01),74,,Roma,Italy,2010-06-11
Felipe Melo,Brazil,5,MF, (1983-08-26),18,,Juventus,Italy,2010-06-11
Michel Bastos,Brazil,6,DF, (1983-08-02),5,,Lyon,France,2010-06-11
Elano,Brazil,7,MF, (1981-06-14),43,,Galatasaray,Turkey,2010-06-11
Gilberto Silva,Brazil,8,MF, (1976-10-07),88,,Panathinaikos,Greece,2010-06-11
Luís Fabiano,Brazil,9,FW, (1980-11-08),38,,Sevilla,Spain,2010-06-11
Kaká,Brazil,10,MF, (1982-04-22),78,,Real Madrid,Spain,2010-06-11
Robinho,Brazil,11,FW, (1984-01-25),75,,Santos,Brazil,2010-06-11
Heurelho Gomes,Brazil,12,GK, (1981-02-15),11,,Tottenham Hotspur,England,2010-06-11
Dani Alves,Brazil,13,DF, (1983-05-06),35,,Barcelona,Spain,2010-06-11
Luisão,Brazil,14,DF, (1981-02-13),42,,Benfica,Portugal,2010-06-11
Thiago Silva,Brazil,15,DF, (1984-09-22),7,,Milan,Italy,2010-06-11
Gilberto,Brazil,16,DF, (1976-04-25),33,,Cruzeiro,Brazil,2010-06-11
Josué,Brazil,17,MF, (1979-07-19),27,,VfL Wolfsburg,Germany,2010-06-11
Ramires,Brazil,18,MF, (1987-03-24),12,,Benfica,Portugal,2010-06-11
Júlio Baptista,Brazil,19,MF, (1981-10-01),46,,Roma,Italy,2010-06-11
Kléberson,Brazil,20,MF, (1979-06-19),31,,Flamengo,Brazil,2010-06-11
Nilmar,Brazil,21,FW, (1984-07-14),17,,Villarreal,Spain,2010-06-11
Doni,Brazil,22,GK, (1979-10-22),10,,Roma,Italy,2010-06-11
Grafite,Brazil,23,FW, (1979-04-02),3,,VfL Wolfsburg,Germany,2010-06-11
