Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Fernando Muslera,Uruguay,1,GK, (1986-06-16),6,,Lazio,Italy,2010-06-11
Diego Lugano (c),Uruguay,2,DF, (1980-11-02),42,,Fenerbahçe,Turkey,2010-06-11
Diego Godín,Uruguay,3,DF, (1986-02-16),38,,Villarreal,Spain,2010-06-11
Jorge Fucile,Uruguay,4,DF, (1984-11-19),24,,Porto,Portugal,2010-06-11
Walter Gargano,Uruguay,5,MF, (1984-07-23),28,,Napoli,Italy,2010-06-11
Mauricio Victorino,Uruguay,6,DF, (1982-10-11),4,,Universidad de Chile,Chile,2010-06-11
Edinson Cavani,Uruguay,7,FW, (1987-02-14),14,,Palermo,Italy,2010-06-11
Sebastián Eguren,Uruguay,8,MF, (1981-01-08),27,,AIK,Sweden,2010-06-11
Luis Suárez,Uruguay,9,FW, (1987-01-24),30,,Ajax,Netherlands,2010-06-11
Diego Forlán,Uruguay,10,FW, (1979-05-19),62,,Atlético Madrid,Spain,2010-06-11
Álvaro Pereira,Uruguay,11,MF, (1985-11-28),15,,Porto,Portugal,2010-06-11
Juan Castillo,Uruguay,12,GK, (1978-04-17),11,,Deportivo Cali,Colombia,2010-06-11
Sebastián Abreu,Uruguay,13,FW, (1976-10-17),56,,Botafogo,Brazil,2010-06-11
Nicolás Lodeiro,Uruguay,14,MF, (1989-03-21),4,,Ajax,Netherlands,2010-06-11
Diego Pérez,Uruguay,15,MF, (1980-05-18),50,,Monaco,France,2010-06-11
Maxi Pereira,Uruguay,16,DF, (1984-06-08),37,,Benfica,Portugal,2010-06-11
Egidio Arévalo Ríos,Uruguay,17,MF, (1982-01-01),6,,Peñarol,Uruguay,2010-06-11
Ignacio González,Uruguay,18,MF, (1982-05-14),17,,Levadiakos,Greece,2010-06-11
Andrés Scotti,Uruguay,19,DF, (1975-12-14),26,,Colo-Colo,Chile,2010-06-11
Álvaro Fernández,Uruguay,20,MF, (1985-10-11),7,,Universidad de Chile,Chile,2010-06-11
Sebastián Fernández,Uruguay,21,FW, (1985-05-23),6,,Banfield,Argentina,2010-06-11
Martín Cáceres,Uruguay,22,DF, (1987-04-07),19,,Juventus,Italy,2010-06-11
Martín Silva,Uruguay,23,GK, (1983-03-25),1,,Defensor Sporting,Uruguay,2010-06-11
