Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Manuel Neuer,Germany,1,GK, (1986-03-27),5,,Schalke 04,Germany,2010-06-11
Marcell Jansen,Germany,2,MF, (1985-11-04),31,,Hamburger SV,Germany,2010-06-11
Arne Friedrich,Germany,3,DF, (1979-05-29),72,,Hertha BSC,Germany,2010-06-11
Dennis Aogo,Germany,4,DF, (1987-01-14),2,,Hamburger SV,Germany,2010-06-11
Serdar Tasci,Germany,5,DF, (1987-04-24),12,,VfB Stuttgart,Germany,2010-06-11
Sami Khedira,Germany,6,MF, (1987-04-04),5,,VfB Stuttgart,Germany,2010-06-11
Bastian Schweinsteiger,Germany,7,MF, (1984-08-01),74,,Bayern Munich,Germany,2010-06-11
Mesut Özil,Germany,8,MF, (1988-10-15),10,,Werder Bremen,Germany,2010-06-11
Stefan Kießling,Germany,9,FW, (1984-01-25),4,,Bayer Leverkusen,Germany,2010-06-11
Lukas Podolski,Germany,10,MF, (1985-06-04),73,,1. FC Köln,Germany,2010-06-11
Miroslav Klose,Germany,11,FW, (1978-06-09),96,,Bayern Munich,Germany,2010-06-11
Tim Wiese,Germany,12,GK, (1981-12-17),2,,Werder Bremen,Germany,2010-06-11
Thomas Müller,Germany,13,MF, (1989-09-13),2,,Bayern Munich,Germany,2010-06-11
Holger Badstuber,Germany,14,DF, (1989-03-13),2,,Bayern Munich,Germany,2010-06-11
Piotr Trochowski,Germany,15,MF, (1984-03-22),31,,Hamburger SV,Germany,2010-06-11
Philipp Lahm (c),Germany,16,DF, (1983-11-11),65,,Bayern Munich,Germany,2010-06-11
Per Mertesacker,Germany,17,DF, (1984-09-29),62,,Werder Bremen,Germany,2010-06-11
Toni Kroos,Germany,18,MF, (1990-01-04),4,,Bayer Leverkusen,Germany,2010-06-11
Cacau,Germany,19,FW, (1981-03-27),8,,VfB Stuttgart,Germany,2010-06-11
Jérôme Boateng,Germany,20,DF, (1988-09-03),5,,Hamburger SV,Germany,2010-06-11
Marko Marin,Germany,21,MF, (1989-03-13),9,,Werder Bremen,Germany,2010-06-11
Hans-Jörg Butt,Germany,22,GK, (1974-05-28),3,,Bayern Munich,Germany,2010-06-11
Mario Gómez,Germany,23,FW, (1985-07-10),34,,Bayern Munich,Germany,2010-06-11
