Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Gianluigi Buffon,Italy,1,GK, (1978-01-28),101,,Juventus,Italy,2010-06-11
Christian Maggio,Italy,2,DF, (1982-02-11),5,,Napoli,Italy,2010-06-11
Domenico Criscito,Italy,3,DF, (1986-12-30),7,,Genoa,Italy,2010-06-11
Giorgio Chiellini,Italy,4,DF, (1984-08-14),29,,Juventus,Italy,2010-06-11
Fabio Cannavaro (c),Italy,5,DF, (1973-09-13),133,,Juventus,Italy,2010-06-11
Daniele De Rossi,Italy,6,MF, (1983-07-24),54,,Roma,Italy,2010-06-11
Simone Pepe,Italy,7,MF, (1983-08-30),15,,Udinese,Italy,2010-06-11
Gennaro Gattuso,Italy,8,MF, (1978-01-09),72,,Milan,Italy,2010-06-11
Vincenzo Iaquinta,Italy,9,FW, (1979-11-21),37,,Juventus,Italy,2010-06-11
Antonio Di Natale,Italy,10,FW, (1977-10-13),33,,Udinese,Italy,2010-06-11
Alberto Gilardino,Italy,11,FW, (1982-07-05),41,,Fiorentina,Italy,2010-06-11
Federico Marchetti,Italy,12,GK, (1983-02-07),5,,Cagliari,Italy,2010-06-11
Salvatore Bocchetti,Italy,13,DF, (1986-11-30),5,,Genoa,Italy,2010-06-11
Morgan De Sanctis,Italy,14,GK, (1977-03-26),3,,Napoli,Italy,2010-06-11
Claudio Marchisio,Italy,15,MF, (1986-01-19),4,,Juventus,Italy,2010-06-11
Mauro Camoranesi,Italy,16,MF, (1976-10-04),53,,Juventus,Italy,2010-06-11
Angelo Palombo,Italy,17,MF, (1981-09-25),17,,Sampdoria,Italy,2010-06-11
Fabio Quagliarella,Italy,18,FW, (1983-01-31),20,,Napoli,Italy,2010-06-11
Gianluca Zambrotta,Italy,19,DF, (1977-02-19),94,,Milan,Italy,2010-06-11
Giampaolo Pazzini,Italy,20,FW, (1984-08-02),8,,Sampdoria,Italy,2010-06-11
Andrea Pirlo,Italy,21,MF, (1979-05-19),66,,Milan,Italy,2010-06-11
Riccardo Montolivo,Italy,22,MF, (1985-01-18),13,,Fiorentina,Italy,2010-06-11
Leonardo Bonucci,Italy,23,DF, (1987-05-01),2,,Bari,Italy,2010-06-11
