Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Iker Casillas (c),Spain,1,GK, (1981-05-20),104,,Real Madrid,Spain,2010-06-11
Raúl Albiol,Spain,2,DF, (1985-09-04),23,,Real Madrid,Spain,2010-06-11
Gerard Piqué,Spain,3,DF, (1987-02-02),16,,Barcelona,Spain,2010-06-11
Carlos Marchena,Spain,4,DF, (1979-07-31),59,,Valencia,Spain,2010-06-11
Carles Puyol,Spain,5,DF, (1978-04-13),83,,Barcelona,Spain,2010-06-11
Andrés Iniesta,Spain,6,MF, (1984-05-11),43,,Barcelona,Spain,2010-06-11
David Villa,Spain,7,FW, (1981-12-03),58,,Valencia[note 1],Spain,2010-06-11
Xavi,Spain,8,MF, (1980-01-25),87,,Barcelona,Spain,2010-06-11
Fernando Torres,Spain,9,FW, (1984-03-20),73,,Liverpool,England,2010-06-11
Cesc Fàbregas,Spain,10,MF, (1987-05-04),49,,Arsenal,England,2010-06-11
Joan Capdevila,Spain,11,DF, (1978-02-03),46,,Villarreal,Spain,2010-06-11
Víctor Valdés,Spain,12,GK, (1982-01-14),1,,Barcelona,Spain,2010-06-11
Juan Mata,Spain,13,MF, (1988-04-28),8,,Valencia,Spain,2010-06-11
Xabi Alonso,Spain,14,MF, (1981-11-25),69,,Real Madrid,Spain,2010-06-11
Sergio Ramos,Spain,15,DF, (1986-03-30),60,,Real Madrid,Spain,2010-06-11
Sergio Busquets,Spain,16,MF, (1988-07-16),13,,Barcelona,Spain,2010-06-11
Álvaro Arbeloa,Spain,17,DF, (1983-01-17),15,,Real Madrid,Spain,2010-06-11
Pedro,Spain,18,FW, (1987-07-28),3,,Barcelona,Spain,2010-06-11
Fernando Llorente,Spain,19,FW, (1985-02-26),7,,Athletic Bilbao,Spain,2010-06-11
Javi Martínez,Spain,20,MF, (1988-09-02),2,,Athletic Bilbao,Spain,2010-06-11
David Silva,Spain,21,MF, (1986-01-08),36,,Valencia,Spain,2010-06-11
Jesús Navas,Spain,22,MF, (1985-11-21),6,,Sevilla,Spain,2010-06-11
Pepe Reina,Spain,23,GK, (1982-08-31),20,,Liverpool,England,2010-06-11
