Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Dino Zoff (c),Italy,1,GK, (1942-02-28),63,,Juventus,Italy,1978-06-01
Mauro Bellugi,Italy,2,DF, (1950-02-07),22,,Bologna,Italy,1978-06-01
Antonio Cabrini,Italy,3,DF, (1957-10-08),0,,Juventus,Italy,1978-06-01
Antonello Cuccureddu,Italy,4,DF, (1949-10-04),6,,Juventus,Italy,1978-06-01
Claudio Gentile,Italy,5,DF, (1953-09-27),16,,Juventus,Italy,1978-06-01
Aldo Maldera,Italy,6,DF, (1953-10-14),5,,Milan,Italy,1978-06-01
Lionello Manfredonia,Italy,7,DF, (1956-11-27),3,,Lazio,Italy,1978-06-01
Gaetano Scirea,Italy,8,DF, (1953-05-25),9,,Juventus,Italy,1978-06-01
Giancarlo Antognoni,Italy,9,MF, (1954-04-01),28,,Fiorentina,Italy,1978-06-01
Romeo Benetti,Italy,10,MF, (1945-10-20),40,,Juventus,Italy,1978-06-01
Eraldo Pecci,Italy,11,MF, (1955-04-12),5,,Torino,Italy,1978-06-01
Paolo Conti,Italy,12,GK, (1950-04-01),2,,Roma,Italy,1978-06-01
Patrizio Sala,Italy,13,MF, (1955-06-16),5,,Torino,Italy,1978-06-01
Marco Tardelli,Italy,14,MF, (1954-09-24),19,,Juventus,Italy,1978-06-01
Renato Zaccarelli,Italy,15,MF, (1951-01-18),14,,Torino,Italy,1978-06-01
Franco Causio,Italy,16,MF, (1949-02-01),33,,Juventus,Italy,1978-06-01
Claudio Sala,Italy,17,MF, (1947-09-08),15,,Torino,Italy,1978-06-01
Roberto Bettega,Italy,18,FW, (1950-12-27),16,,Juventus,Italy,1978-06-01
Francesco Graziani,Italy,19,FW, (1952-12-16),22,,Torino,Italy,1978-06-01
Paolo Pulici,Italy,20,FW, (1950-04-27),18,,Torino,Italy,1978-06-01
Paolo Rossi,Italy,21,FW, (1956-09-23),2,,Vicenza,Italy,1978-06-01
Ivano Bordon,Italy,22,GK, (1951-04-13),1,,Internazionale,Italy,1978-06-01
