Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Friedrich Koncilia,Austria,1,GK, (1948-02-25),37,,SSW Innsbruck,Austria,1978-06-01
Robert Sara (c),Austria,2,DF, (1946-06-09),37,,Austria Wien,Austria,1978-06-01
Erich Obermayer,Austria,3,DF, (1953-01-23),10,,Austria Wien,Austria,1978-06-01
Gerhard Breitenberger,Austria,4,DF, (1954-10-14),11,,VÖEST Linz,Austria,1978-06-01
Bruno Pezzey,Austria,5,DF, (1955-02-03),25,,SSW Innsbruck,Austria,1978-06-01
Roland Hattenberger,Austria,6,MF, (1948-12-07),23,,VfB Stuttgart,West Germany,1978-06-01
Josef Hickersberger,Austria,7,MF, (1948-04-27),33,,Fortuna Düsseldorf,West Germany,1978-06-01
Herbert Prohaska,Austria,8,MF, (1955-08-08),27,,Austria Wien,Austria,1978-06-01
Hans Krankl,Austria,9,FW, (1953-02-14),34,,Rapid Wien,Austria,1978-06-01
Wilhelm Kreuz,Austria,10,FW, (1949-05-29),35,,Feyenoord,Netherlands,1978-06-01
Kurt Jara,Austria,11,MF, (1950-10-14),29,,MSV Duisburg,West Germany,1978-06-01
Eduard Krieger,Austria,12,MF, (1946-12-16),20,,Club Brugge,Belgium,1978-06-01
Günther Happich,Austria,13,MF, (1952-01-28),4,,Wiener Sport-Club,Austria,1978-06-01
Heinrich Strasser,Austria,14,DF, (1948-10-26),20,,Admira/Wacker,Austria,1978-06-01
Heribert Weber,Austria,15,DF, (1955-06-28),7,,Sturm Graz,Austria,1978-06-01
Peter Persidis,Austria,16,DF, (1947-03-08),7,,Rapid Wien,Austria,1978-06-01
Franz Oberacher,Austria,17,FW, (1954-03-24),3,,SSW Innsbruck,Austria,1978-06-01
Walter Schachner,Austria,18,FW, (1957-02-01),6,,DSV Alpine Donawitz,Austria,1978-06-01
Hans Pirkner,Austria,19,FW, (1946-03-25),18,,Austria Wien,Austria,1978-06-01
Ernst Baumeister,Austria,20,MF, (1957-01-22),1,,Austria Wien,Austria,1978-06-01
Erwin Fuchsbichler,Austria,21,GK, (1952-03-27),2,,VÖEST Linz,Austria,1978-06-01
Hubert Baumgartner,Austria,22,GK, (1955-02-25),1,,Austria Wien,Austria,1978-06-01
