Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Dominique Baratelli,France,1,GK, (1947-12-26),18,,Nice,France,1978-06-01
Patrick Battiston,France,2,DF, (1957-03-12),5,,Metz,France,1978-06-01
Maxime Bossis,France,3,DF, (1955-06-26),11,,Nantes,France,1978-06-01
Gérard Janvion,France,4,DF, (1953-08-21),15,,Saint-Étienne,France,1978-06-01
François Bracci,France,5,DF, (1951-11-06),15,,Marseille,France,1978-06-01
Christian Lopez,France,6,DF, (1953-03-15),12,,Saint-Étienne,France,1978-06-01
Patrice Rio,France,7,DF, (1948-08-15),15,,Nantes,France,1978-06-01
Marius Trésor (c),France,8,DF, (1950-01-15),36,,Marseille,France,1978-06-01
Dominique Bathenay,France,9,MF, (1954-02-13),12,,Saint-Étienne,France,1978-06-01
Jean-Marc Guillou,France,10,MF, (1945-12-20),18,,Nice,France,1978-06-01
Henri Michel,France,11,MF, (1947-10-28),52,,Nantes,France,1978-06-01
Claude Papi,France,12,MF, (1949-04-16),2,,Bastia,France,1978-06-01
Jean Petit,France,13,MF, (1949-09-25),3,,Monaco,France,1978-06-01
Marc Berdoll,France,14,FW, (1953-04-06),10,,Marseille,France,1978-06-01
Michel Platini,France,15,MF, (1955-06-21),15,,Nancy,France,1978-06-01
Christian Dalger,France,16,FW, (1949-12-19),5,,Monaco,France,1978-06-01
Bernard Lacombe,France,17,FW, (1952-08-15),14,,Lyon,France,1978-06-01
Dominique Rocheteau,France,18,MF, (1955-01-14),10,,Saint-Étienne,France,1978-06-01
Didier Six,France,19,MF, (1954-08-21),15,,Lens,France,1978-06-01
Olivier Rouyer,France,20,FW, (1955-12-01),9,,Nancy,France,1978-06-01
Jean-Paul Bertrand-Demanes,France,21,GK, (1952-05-23),9,,Nantes,France,1978-06-01
Dominique Dropsy,France,22,GK, (1951-12-09),0,,Strasbourg,France,1978-06-01
