Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
José Pilar Reyes,Mexico,1,GK, (1955-10-12),9,,Tigres UANL,Mexico,1978-06-01
Manuel Nájera,Mexico,2,DF, (1952-12-20),18,,Leones Negros,Mexico,1978-06-01
Alfredo Tena,Mexico,3,DF, (1956-11-21),5,,América,Mexico,1978-06-01
Eduardo Ramos,Mexico,4,DF, (1949-11-08),36,,Toluca,Mexico,1978-06-01
Arturo Vázquez Ayala (c),Mexico,5,DF, (1949-06-26),34,,UNAM Pumas,Mexico,1978-06-01
Guillermo Mendizábal,Mexico,6,MF, (1954-10-08),5,,Cruz Azul,Mexico,1978-06-01
Antonio de la Torre,Mexico,7,MF, (1951-09-21),41,,América,Mexico,1978-06-01
Enrique López Zarza,Mexico,8,MF, (1957-10-25),5,,UNAM Pumas,Mexico,1978-06-01
Víctor Rangel,Mexico,9,FW, (1957-03-11),9,,Guadalajara,Mexico,1978-06-01
Cristóbal Ortega,Mexico,10,FW, (1956-07-25),9,,América,Mexico,1978-06-01
Hugo Sánchez,Mexico,11,FW, (1958-07-11),11,,UNAM Pumas,Mexico,1978-06-01
Jesús Martínez,Mexico,12,DF, (1952-06-07),0,,América,Mexico,1978-06-01
Rigoberto Cisneros,Mexico,13,DF, (1953-08-15),3,,Toluca,Mexico,1978-06-01
Carlos Gómez,Mexico,14,DF, (1952-08-16),5,,León,Mexico,1978-06-01
Ignacio Flores Ocaranza,Mexico,15,DF, (1953-07-31),4,,Cruz Azul,Mexico,1978-06-01
Javier Cárdenas,Mexico,16,MF, (1952-12-08),10,,Toluca,Mexico,1978-06-01
Leonardo Cuéllar,Mexico,17,MF, (1952-01-14),29,,UNAM Pumas,Mexico,1978-06-01
Gerardo Lugo,Mexico,18,MF, (1955-03-13),3,,Atlante,Mexico,1978-06-01
Hugo René Rodríguez,Mexico,19,FW, (1959-03-14),2,,Laguna,Mexico,1978-06-01
Mario Medina,Mexico,20,FW, (1952-09-02),5,,Toluca,Mexico,1978-06-01
Raúl Isiordia,Mexico,21,FW, (1952-12-22),8,,Atlético Español,Mexico,1978-06-01
Pedro Soto,Mexico,22,GK, (1952-10-22),1,,América,Mexico,1978-06-01
