Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Piet Schrijvers,Netherlands,1,GK, (1946-12-15),16,,Ajax,Netherlands,1978-06-01
Jan Poortvliet,Netherlands,2,DF, (1955-09-21),1,,PSV,Netherlands,1978-06-01
Dick Schoenaker,Netherlands,3,MF, (1952-11-30),0,,Ajax,Netherlands,1978-06-01
Adrie van Kraay,Netherlands,4,DF, (1953-08-01),13,,PSV,Netherlands,1978-06-01
Ruud Krol (c),Netherlands,5,DF, (1949-03-24),52,,Ajax,Netherlands,1978-06-01
Wim Jansen,Netherlands,6,MF, (1946-10-28),50,,Feyenoord,Netherlands,1978-06-01
Piet Wildschut,Netherlands,7,DF, (1957-10-25),1,,Twente,Netherlands,1978-06-01
Jan Jongbloed,Netherlands,8,GK, (1940-11-25),19,,Roda JC,Netherlands,1978-06-01
Arie Haan,Netherlands,9,MF, (1948-11-16),24,,Anderlecht,Belgium,1978-06-01
René van de Kerkhof,Netherlands,10,MF, (1951-09-16),20,,PSV,Netherlands,1978-06-01
Willy van de Kerkhof,Netherlands,11,MF, (1951-09-16),18,,PSV,Netherlands,1978-06-01
Rob Rensenbrink,Netherlands,12,FW, (1947-07-03),34,,Anderlecht,Belgium,1978-06-01
Johan Neeskens,Netherlands,13,MF, (1951-09-15),38,,Barcelona,Spain,1978-06-01
Johan Boskamp,Netherlands,14,MF, (1948-10-21),1,,Molenbeek,Belgium,1978-06-01
Hugo Hovenkamp[2],Netherlands,15,DF, (1950-10-05),7,,AZ,Netherlands,1978-06-01
Johnny Rep,Netherlands,16,FW, (1951-11-25),23,,Bastia,France,1978-06-01
Wim Rijsbergen,Netherlands,17,DF, (1952-01-18),25,,Feyenoord,Netherlands,1978-06-01
Dick Nanninga,Netherlands,18,FW, (1949-01-17),1,,Roda JC,Netherlands,1978-06-01
Pim Doesburg,Netherlands,19,GK, (1943-10-28),2,,Sparta Rotterdam,Netherlands,1978-06-01
Wim Suurbier,Netherlands,20,DF, (1945-01-16),56,,Schalke 04,West Germany,1978-06-01
Harry Lubse,Netherlands,21,FW, (1951-09-23),1,,PSV,Netherlands,1978-06-01
Ernie Brandts,Netherlands,22,DF, (1956-02-03),1,,PSV,Netherlands,1978-06-01
