Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Luis Arconada,Spain,1,GK, (1954-06-26),6,,Real Sociedad,Spain,1978-06-01
Antonio de la Cruz,Spain,2,DF, (1947-05-07),5,,Barcelona,Spain,1978-06-01
Francisco Javier Uría,Spain,3,DF, (1950-02-01),5,,Sporting Gijón,Spain,1978-06-01
Juan Manuel Asensi,Spain,4,MF, (1949-09-23),25,,Barcelona,Spain,1978-06-01
Migueli,Spain,5,DF, (1951-12-19),13,,Barcelona,Spain,1978-06-01
Antonio Biosca,Spain,6,DF, (1948-12-08),1,,Real Betis,Spain,1978-06-01
Dani,Spain,7,FW, (1951-06-28),7,,Athletic Bilbao,Spain,1978-06-01
Juanito,Spain,8,FW, (1954-11-10),6,,Real Madrid,Spain,1978-06-01
Quini,Spain,9,FW, (1949-09-23),22,,Sporting Gijón,Spain,1978-06-01
Santillana,Spain,10,FW, (1952-08-23),9,,Real Madrid,Spain,1978-06-01
Julio Cardeñosa,Spain,11,MF, (1949-10-27),3,,Real Betis,Spain,1978-06-01
Antonio Guzmán,Spain,12,MF, (1953-12-02),1,,Rayo Vallecano,Spain,1978-06-01
Miguel Ángel,Spain,13,GK, (1947-12-24),11,,Real Madrid,Spain,1978-06-01
Eugenio Leal,Spain,14,MF, (1953-05-13),7,,Atlético Madrid,Spain,1978-06-01
Marañón,Spain,15,FW, (1948-07-23),4,,Español,Spain,1978-06-01
Antonio Olmo,Spain,16,DF, (1954-01-18),4,,Barcelona,Spain,1978-06-01
Marcelino,Spain,17,DF, (1955-08-13),3,,Atlético Madrid,Spain,1978-06-01
Pirri (c),Spain,18,DF, (1945-03-11),39,,Real Madrid,Spain,1978-06-01
Carles Rexach,Spain,19,MF, (1947-01-13),14,,Barcelona,Spain,1978-06-01
Rubén Cano,Spain,20,FW, (1951-02-05),6,,Atlético Madrid,Spain,1978-06-01
Isidoro San José,Spain,21,DF, (1955-10-27),4,,Real Madrid,Spain,1978-06-01
Urruti,Spain,22,GK, (1952-02-17),1,,Español,Spain,1978-06-01
