Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Sepp Maier,West Germany,1,GK, (1944-02-28),83,,Bayern Munich,West Germany,1978-06-01
Berti Vogts (c),West Germany,2,DF, (1946-12-30),90,,Borussia Mönchengladbach,West Germany,1978-06-01
Bernard Dietz,West Germany,3,DF, (1948-03-22),24,,MSV Duisburg,West Germany,1978-06-01
Rolf Rüssmann,West Germany,4,MF, (1950-10-13),13,,Schalke 04,West Germany,1978-06-01
Manfred Kaltz,West Germany,5,DF, (1953-01-06),15,,Hamburger SV,West Germany,1978-06-01
Rainer Bonhof,West Germany,6,MF, (1952-03-29),34,,Borussia Mönchengladbach,West Germany,1978-06-01
Rüdiger Abramczik,West Germany,7,FW, (1956-02-18),12,,Schalke 04,West Germany,1978-06-01
Herbert Zimmermann,West Germany,8,FW, (1954-07-01),4,,1. FC Köln,West Germany,1978-06-01
Klaus Fischer,West Germany,9,FW, (1949-12-27),12,,Schalke 04,West Germany,1978-06-01
Heinz Flohe,West Germany,10,MF, (1948-01-28),35,,1. FC Köln,West Germany,1978-06-01
Karl-Heinz Rummenigge,West Germany,11,FW, (1955-09-25),12,,Bayern Munich,West Germany,1978-06-01
Hans-Georg Schwarzenbeck,West Germany,12,DF, (1948-04-03),44,,Bayern Munich,West Germany,1978-06-01
Harald Konopka,West Germany,13,DF, (1952-11-18),0,,1. FC Köln,West Germany,1978-06-01
Dieter Müller,West Germany,14,FW, (1954-04-01),8,,1. FC Köln,West Germany,1978-06-01
Erich Beer,West Germany,15,MF, (1946-12-09),20,,Hertha BSC,West Germany,1978-06-01
Bernhard Cullmann,West Germany,16,MF, (1949-11-01),22,,1. FC Köln,West Germany,1978-06-01
Bernd Hölzenbein,West Germany,17,FW, (1946-03-09),37,,Eintracht Frankfurt,West Germany,1978-06-01
Gerd Zewe,West Germany,18,MF, (1950-06-13),0,,Fortuna Düsseldorf,West Germany,1978-06-01
Ronald Worm,West Germany,19,FW, (1953-10-07),6,,MSV Duisburg,West Germany,1978-06-01
Hansi Müller,West Germany,20,MF, (1957-07-27),2,,VfB Stuttgart,West Germany,1978-06-01
Rudolf Kargus,West Germany,21,GK, (1952-08-15),3,,Hamburger SV,West Germany,1978-06-01
Dieter Burdenski,West Germany,22,GK, (1950-11-26),2,,Werder Bremen,West Germany,1978-06-01
