Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Alan Rough,Scotland,1,GK, (1951-11-25),18,,Partick Thistle,Scotland,1978-06-01
Sandy Jardine,Scotland,2,DF, (1948-12-31),33,,Rangers,Scotland,1978-06-01
Willie Donachie,Scotland,3,DF, (1951-10-05),30,,Manchester City,England,1978-06-01
Martin Buchan,Scotland,4,DF, (1949-03-06),28,,Manchester United,England,1978-06-01
Gordon McQueen,Scotland,5,DF, (1952-06-26),20,,Manchester United,England,1978-06-01
Bruce Rioch (c),Scotland,6,MF, (1947-09-06),22,,Derby County,England,1978-06-01
Don Masson,Scotland,7,MF, (1946-08-26),16,,Derby County,England,1978-06-01
Kenny Dalglish,Scotland,8,FW, (1951-03-04),54,,Liverpool,England,1978-06-01
Joe Jordan,Scotland,9,FW, (1951-12-15),30,,Manchester United,England,1978-06-01
Asa Hartford,Scotland,10,MF, (1950-10-24),24,,Manchester City,England,1978-06-01
Willie Johnston[3],Scotland,11,MF, (1946-12-19),21,,West Bromwich Albion,England,1978-06-01
Jim Blyth,Scotland,12,GK, (1955-02-02),2,,Coventry City,England,1978-06-01
Stuart Kennedy,Scotland,13,DF, (1953-05-31),3,,Aberdeen,Scotland,1978-06-01
Tom Forsyth,Scotland,14,DF, (1949-01-23),19,,Rangers,Scotland,1978-06-01
Archie Gemmill,Scotland,15,MF, (1947-03-24),26,,Nottingham Forest,England,1978-06-01
Lou Macari,Scotland,16,FW, (1949-06-07),22,,Manchester United,England,1978-06-01
Derek Johnstone,Scotland,17,FW, (1953-11-04),13,,Rangers,Scotland,1978-06-01
Graeme Souness,Scotland,18,MF, (1953-05-06),6,,Liverpool,England,1978-06-01
John Robertson,Scotland,19,FW, (1953-01-20),2,,Nottingham Forest,England,1978-06-01
Bobby Clark,Scotland,20,GK, (1945-09-26),17,,Aberdeen,Scotland,1978-06-01
Joe Harper,Scotland,21,FW, (1948-01-11),3,,Aberdeen,Scotland,1978-06-01
Kenny Burns,Scotland,22,DF, (1953-09-23),11,,Nottingham Forest,England,1978-06-01
