Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ronnie Hellström,Sweden,1,GK, (1949-02-21),66,,1. FC Kaiserslautern,West Germany,1978-06-01
Hasse Borg,Sweden,2,DF, (1953-08-04),14,,Eintracht Braunschweig,West Germany,1978-06-01
Roy Andersson,Sweden,3,DF, (1949-08-02),16,,Malmö FF,Sweden,1978-06-01
Björn Nordqvist (c),Sweden,4,MF, (1942-10-06),108,,IFK Göteborg,Sweden,1978-06-01
Ingemar Erlandsson,Sweden,5,DF, (1957-11-16),3,,Malmö FF,Sweden,1978-06-01
Staffan Tapper,Sweden,6,MF, (1948-07-10),34,,Malmö FF,Sweden,1978-06-01
Anders Linderoth,Sweden,7,MF, (1950-03-21),27,,Marseille,France,1978-06-01
Bo Larsson,Sweden,8,FW, (1944-05-05),67,,Malmö FF,Sweden,1978-06-01
Lennart Larsson,Sweden,9,MF, (1953-07-09),14,,Schalke 04,West Germany,1978-06-01
Thomas Sjöberg,Sweden,10,FW, (1952-07-06),29,,Malmö FF,Sweden,1978-06-01
Benny Wendt,Sweden,11,FW, (1950-11-04),14,,1. FC Kaiserslautern,West Germany,1978-06-01
Göran Hagberg,Sweden,12,GK, (1947-11-08),13,,Östers IF,Sweden,1978-06-01
Magnus Andersson,Sweden,13,DF, (1958-04-23),4,,Malmö FF,Sweden,1978-06-01
Ronald Åhman,Sweden,14,MF, (1957-01-31),1,,Örebro SK,Sweden,1978-06-01
Torbjörn Nilsson,Sweden,15,FW, (1954-07-09),8,,IFK Göteborg,Sweden,1978-06-01
Conny Torstensson,Sweden,16,FW, (1949-08-28),37,,Zürich,Switzerland,1978-06-01
Jan Möller,Sweden,17,GK, (1953-09-17),0,,Malmö FF,Sweden,1978-06-01
Olle Nordin,Sweden,18,MF, (1949-11-23),11,,IFK Göteborg,Sweden,1978-06-01
Kent Karlsson,Sweden,19,DF, (1945-11-25),38,,IFK Eskilstuna,Sweden,1978-06-01
Roland Andersson,Sweden,20,DF, (1950-03-28),18,,Malmö FF,Sweden,1978-06-01
Sanny Åslund,Sweden,21,FW, (1952-08-29),3,,AIK,Sweden,1978-06-01
Ralf Edström,Sweden,22,FW, (1952-10-07),31,,IFK Göteborg,Sweden,1978-06-01
