Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Toni Turek,West Germany,1,GK, (1919-01-18),14,,Fortuna Düsseldorf,West Germany,1954-06-16
Fritz Laband,West Germany,2,DF, (1925-11-01),1,,Hamburger SV,West Germany,1954-06-16
Werner Kohlmeyer,West Germany,3,DF, (1924-04-19),13,,1. FC Kaiserslautern,West Germany,1954-06-16
Hans Bauer,West Germany,4,DF, (1927-07-28),2,,Bayern Munich,West Germany,1954-06-16
Herbert Erhardt,West Germany,5,DF, (1930-07-06),1,,SpVgg Fürth,West Germany,1954-06-16
Horst Eckel,West Germany,6,MF, (1932-02-08),8,,1. FC Kaiserslautern,West Germany,1954-06-16
Josef Posipal,West Germany,7,DF, (1927-06-20),16,,Hamburger SV,West Germany,1954-06-16
Karl Mai,West Germany,8,MF, (1928-07-27),3,,SpVgg Fürth,West Germany,1954-06-16
Paul Mebus,West Germany,9,MF, (1920-06-09),5,,1. FC Köln,West Germany,1954-06-16
Werner Liebrich,West Germany,10,DF, (1927-01-18),3,,1. FC Kaiserslautern,West Germany,1954-06-16
Karl-Heinz Metzner,West Germany,11,MF, (1923-01-09),2,,KSV Hessen Kassel,West Germany,1954-06-16
Helmut Rahn,West Germany,12,FW, (1929-08-16),10,,Rot-Weiss Essen,West Germany,1954-06-16
Max Morlock,West Germany,13,FW, (1925-05-11),13,,1. FC Nürnberg,West Germany,1954-06-16
Bernhard Klodt,West Germany,14,FW, (1926-10-26),6,,FC Schalke 04,West Germany,1954-06-16
Ottmar Walter,West Germany,15,FW, (1924-03-06),12,,1. FC Kaiserslautern,West Germany,1954-06-16
Fritz Walter (c),West Germany,16,FW, (1920-10-31),39,,1. FC Kaiserslautern,West Germany,1954-06-16
Richard Herrmann,West Germany,17,FW, (1923-01-28),7,,FSV Frankfurt,West Germany,1954-06-16
Ulrich Biesinger,West Germany,18,FW, (1933-08-06),0,,BC Augsburg,West Germany,1954-06-16
Alfred Pfaff,West Germany,19,MF, (1926-07-16),1,,Eintracht Frankfurt,West Germany,1954-06-16
Hans Schäfer,West Germany,20,FW, (1927-10-19),6,,1. FC Köln,West Germany,1954-06-16
Heinz Kubsch,West Germany,21,GK, (1930-07-20),1,,FK Pirmasens,West Germany,1954-06-16
Heinz Kwiatkowski,West Germany,22,GK, (1926-07-16),0,,Borussia Dortmund,West Germany,1954-06-16
