Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Roque Máspoli,Uruguay,1,GK, (1917-10-12),31,,Peñarol,Uruguay,1954-06-16
José Santamaría,Uruguay,2,DF, (1929-07-31),4,,Nacional,Uruguay,1954-06-16
William Martínez,Uruguay,3,DF, (1928-01-13),11,,Rampla Juniors,Uruguay,1954-06-16
Víctor Rodríguez Andrade,Uruguay,4,MF, (1927-05-02),22,,Peñarol,Uruguay,1954-06-16
Obdulio Varela (c),Uruguay,5,MF, (1917-09-20),42,,Peñarol,Uruguay,1954-06-16
Roberto Leopardi,Uruguay,6,MF, (1933-07-19),3,,Nacional,Uruguay,1954-06-16
Julio Abbadie,Uruguay,7,FW, (1930-09-07),9,,Peñarol,Uruguay,1954-06-16
Juan Hohberg,Uruguay,8,FW, (1926-10-08),3,,Peñarol,Uruguay,1954-06-16
Oscar Míguez,Uruguay,9,FW, (1927-12-05),17,,Peñarol,Uruguay,1954-06-16
Juan Alberto Schiaffino,Uruguay,10,FW, (1925-07-28),16,,Peñarol,Uruguay,1954-06-16
Carlos Borges,Uruguay,11,FW, (1932-01-14),2,,Peñarol,Uruguay,1954-06-16
Julio Maceiras,Uruguay,12,GK, (1926-04-22),1,,Danubio,Uruguay,1954-06-16
Mirto Davoine,Uruguay,13,DF, (1933-02-13),1,,Peñarol,Uruguay,1954-06-16
Eusebio Tejera,Uruguay,14,DF, (1922-01-06),31,,Defensor,Uruguay,1954-06-16
Urbano Rivera,Uruguay,15,MF, (1926-04-01),7,,Danubio,Uruguay,1954-06-16
Néstor Carballo,Uruguay,16,MF, (1929-02-03),10,,Nacional,Uruguay,1954-06-16
Luis Cruz,Uruguay,17,MF, (1925-04-28),7,,Nacional,Uruguay,1954-06-16
Rafael Souto,Uruguay,18,FW, (1930-10-24),5,,Nacional,Uruguay,1954-06-16
Javier Ambrois,Uruguay,19,FW, (1932-05-09),7,,Nacional,Uruguay,1954-06-16
Omar Méndez,Uruguay,20,FW, (1934-08-07),4,,Nacional,Uruguay,1954-06-16
Julio Pérez,Uruguay,21,FW, (1926-06-19),17,,Nacional,Uruguay,1954-06-16
Luis Castro,Uruguay,22,FW, (1921-07-31),19,,Defensor,Uruguay,1954-06-16
