Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
François Remetter,France,1,GK, (1928-08-08),4,,FC Metz,France,1954-06-16
César Ruminski,France,2,GK, (1924-06-14),7,,Lille OSC,France,1954-06-16
Claude Abbes,France,3,GK, (1927-05-24),0,,AS Saint-Étienne,France,1954-06-16
Lazare Gianessi,France,4,DF, (1925-11-09),12,,AS Monaco,France,1954-06-16
Jacques Grimonpon,France,5,DF, (1925-07-30),0,,FC Girondins de Bordeaux,France,1954-06-16
Raymond Kaelbel,France,6,DF, (1932-01-31),0,,RC Strasbourg,France,1954-06-16
Roger Marche (c),France,7,DF, (1924-03-05),37,,Stade de Reims,France,1954-06-16
Guillaume Bieganski,France,8,MF, (1932-11-03),1,,Lille OSC,France,1954-06-16
Antoine Cuissard,France,9,MF, (1924-07-19),27,,OGC Nice,France,1954-06-16
Robert Jonquet,France,10,DF, (1925-05-03),26,,Stade de Reims,France,1954-06-16
Xercès Louis,France,11,MF, (1926-10-31),0,,RC Lens,France,1954-06-16
Jean-Jacques Marcel,France,12,MF, (1931-06-13),8,,FC Sochaux,France,1954-06-16
Abderrahmane Mahjoub,France,13,MF, (1929-04-25),2,,OGC Nice,France,1954-06-16
Armand Penverne,France,14,MF, (1926-11-26),11,,Stade de Reims,France,1954-06-16
Abdelaziz Ben Tifour,France,15,MF, (1927-07-25),1,,AS Troyes,France,1954-06-16
René Dereuddre,France,16,MF, (1930-06-26),1,,Toulouse FC,France,1954-06-16
Léon Glovacki,France,17,FW, (1928-02-19),3,,Stade de Reims,France,1954-06-16
Raymond Kopa,France,18,MF, (1931-10-13),13,,Stade de Reims,France,1954-06-16
Michel Leblond,France,19,MF, (1932-05-10),1,,Stade de Reims,France,1954-06-16
Ernest Schultz,France,20,FW, (1931-01-29),0,,Olympique de Lyon,France,1954-06-16
André Strappe,France,21,FW, (1928-02-23),23,,Lille OSC,France,1954-06-16
Jean Vincent,France,22,FW, (1930-11-29),2,,Lille OSC,France,1954-06-16
