Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Gyula Grosics,Hungary,1,GK, (1926-02-04),31,,Budapesti Honvéd SE,Hungary,1954-06-16
Jenő Buzánszky,Hungary,2,DF, (1925-05-04),23,,Dorogi Bányász,Hungary,1954-06-16
Gyula Lóránt,Hungary,3,DF, (1923-02-06),24,,Budapesti Honvéd SE,Hungary,1954-06-16
Mihály Lantos,Hungary,4,DF, (1928-09-29),30,,Budapesti Vörös Lobogó,Hungary,1954-06-16
József Bozsik,Hungary,5,MF, (1925-11-25),48,,Budapesti Honvéd SE,Hungary,1954-06-16
József Zakariás,Hungary,6,MF, (1924-03-25),31,,Budapesti Vörös Lobogó,Hungary,1954-06-16
József Tóth,Hungary,7,FW, (1929-05-16),2,,Csepeli Vasas,Hungary,1954-06-16
Sándor Kocsis,Hungary,8,FW, (1929-09-21),36,,Budapesti Honvéd SE,Hungary,1954-06-16
Nándor Hidegkuti,Hungary,9,FW, (1922-03-03),36,,Budapesti Vörös Lobogó,Hungary,1954-06-16
Ferenc Puskás (c),Hungary,10,FW, (1927-04-02),55,,Budapesti Honvéd SE,Hungary,1954-06-16
Zoltán Czibor,Hungary,11,FW, (1929-08-08),26,,Budapesti Honvéd SE,Hungary,1954-06-16
Béla Kárpáti,Hungary,12,DF, (1929-09-30),1,,Győri Vasas SE,Hungary,1954-06-16
Pál Várhidi,Hungary,13,DF, (1931-11-06),0,,Budapesti Dózsa,Hungary,1954-06-16
Imre Kovács,Hungary,14,MF, (1921-11-26),8,,Budapesti Vörös Lobogó,Hungary,1954-06-16
Ferenc Szojka,Hungary,15,MF, (1931-04-07),0,,Salgótarjáni BTC,Hungary,1954-06-16
László Budai,Hungary,16,MF, (1928-07-19),21,,Budapesti Honvéd SE,Hungary,1954-06-16
Ferenc Machos,Hungary,17,FW, (1932-06-30),0,,Budapesti Honvéd SE,Hungary,1954-06-16
Lajos Csordás,Hungary,18,FW, (1932-10-06),7,,Budapesti Vasas SE,Hungary,1954-06-16
Péter Palotás,Hungary,19,FW, (1929-06-27),16,,Budapesti Vörös Lobogó,Hungary,1954-06-16
Mihály Tóth,Hungary,20,FW, (1926-09-24),3,,Budapesti Dózsa,Hungary,1954-06-16
Sándor Gellér,Hungary,21,GK, (1925-07-12),5,,Budapesti Vörös Lobogó,Hungary,1954-06-16
Géza Gulyás,Hungary,22,GK, (1931-06-05),0,,Budapesti Kinizsi,Hungary,1954-06-16
