Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Theodor Reimann,Czechoslovakia,1,GK, (1921-02-10),4,,Slovan Bratislava,Czechoslovakia,1954-06-16
František Šafránek,Czechoslovakia,2,DF, (1931-01-02),10,,ÚDA Prague,Czechoslovakia,1954-06-16
Svatopluk Pluskal,Czechoslovakia,3,MF, (1930-10-28),3,,ÚDA Prague,Czechoslovakia,1954-06-16
Ladislav Novák (c),Czechoslovakia,4,DF, (1931-12-05),11,,ÚDA Prague,Czechoslovakia,1954-06-16
Jiří Trnka,Czechoslovakia,5,DF, (1926-12-02),20,,ÚDA Prague,Czechoslovakia,1954-06-16
Michal Benedikovič,Czechoslovakia,6,MF, (1923-05-31),7,,Slovan Bratislava,Czechoslovakia,1954-06-16
Ladislav Hlaváček,Czechoslovakia,7,FW, (1925-06-26),13,,ÚDA Prague,Czechoslovakia,1954-06-16
Otto Hemele,Czechoslovakia,8,FW, (1926-01-22),8,,ÚDA Prague,Czechoslovakia,1954-06-16
Anton Malatinský,Czechoslovakia,9,FW, (1920-01-15),10,,Baník Handlová,Czechoslovakia,1954-06-16
Emil Pažický,Czechoslovakia,10,FW, (1927-10-14),14,,Slovan Bratislava,Czechoslovakia,1954-06-16
Jiří Pešek,Czechoslovakia,11,FW, (1927-06-04),4,,Spartak Praha Sokolovo,Czechoslovakia,1954-06-16
Anton Krásnohorský,Czechoslovakia,12,DF, (1925-10-22),9,,Iskra Žilina,Czechoslovakia,1954-06-16
Jiří Hledík,Czechoslovakia,13,MF, (1929-04-19),3,,Křídla vlasti Olomouc,Czechoslovakia,1954-06-16
Jan Hertl,Czechoslovakia,14,MF, (1929-01-23),6,,ÚDA Prague,Czechoslovakia,1954-06-16
Ladislav Kačáni,Czechoslovakia,15,FW, (1931-04-01),7,,CH Bratislava,Czechoslovakia,1954-06-16
Zdeněk Procházka,Czechoslovakia,16,MF, (1928-01-12),1,,Spartak Praha Sokolovo,Czechoslovakia,1954-06-16
Tadeáš Kraus,Czechoslovakia,17,FW, (1932-10-22),5,,Křídla vlasti Olomouc,Czechoslovakia,1954-06-16
Josef Majer,Czechoslovakia,18,FW, (1925-06-08),0,,Baník Kladno,Czechoslovakia,1954-06-16
Jaroslav Košnar,Czechoslovakia,19,FW, (1930-08-17),1,,CH Bratislava,Czechoslovakia,1954-06-16
Kazimír Gajdoš,Czechoslovakia,20,FW, (1934-03-28),0,,Tatran Prešov,Czechoslovakia,1954-06-16
Imrich Stacho,Czechoslovakia,21,GK, (1931-11-04),6,,Tankista Praha,Czechoslovakia,1954-06-16
Viliam Schrojf,Czechoslovakia,22,GK, (1931-08-02),1,,Křídla vlasti Olomouc,Czechoslovakia,1954-06-16
