Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Hong Deok-young,South Korea,1,GK, (1921-05-05),2,,Chosun Textile Company FC,South Korea,1954-06-16
Park Kyu-chung,South Korea,2,DF, (1915-04-21),2,,ROK Army Quartermaster Corps FC,South Korea,1954-06-16
Park Jae-seung,South Korea,3,DF, (1923-04-01),0,,ROK Army Counterintelligence Corps FC,South Korea,1954-06-16
Kang Chang-gi,South Korea,4,MF, (1927-08-28),0,,Chosun Textile Company FC,South Korea,1954-06-16
Lee Sang-yi,South Korea,5,MF, (1922-01-01),?,,Chosun Textile Company FC,South Korea,1954-06-16
Min Byung-dae,South Korea,6,DF, (1918-02-20),2,,ROK Army Counterintelligence Corps FC,South Korea,1954-06-16
Lee Soo-nam,South Korea,7,FW, (1927-02-02),0,,ROK Army Counterintelligence Corps FC,South Korea,1954-06-16
Choi Chung-min,South Korea,8,FW, (1930-08-30),0,,ROK Army Counterintelligence Corps FC,South Korea,1954-06-16
Woo Sang-kwon,South Korea,9,FW, (1926-02-02),2,,ROK Armed Forces Military Police Command FC,South Korea,1954-06-16
Sung Nak-woon,South Korea,10,FW, (1926-02-02),0,,ROK Army Quartermaster Corps FC,South Korea,1954-06-16
Chung Nam-sik,South Korea,11,MF, (1917-02-16),2,,ROK Counterintelligence Corps FC,South Korea,1954-06-16
Ham Heung-chul,South Korea,12,GK, (1930-11-17),3,,ROK Armed Forces Military Police Command FC,South Korea,1954-06-16
Li Jong-kap,South Korea,13,DF, (1920-03-18),0,,ROK Counterintelligence Corps FC,South Korea,1954-06-16
Han Chang-wha,South Korea,14,DF, (1922-11-03),0,,ROK Counterintelligence Corps FC,South Korea,1954-06-16
Kim Ji-sung,South Korea,15,MF, (1924-11-07),0,,ROK Counterintelligence Corps FC,South Korea,1954-06-16
Chu Yung-kwang (c),South Korea,16,MF, (1931-07-15),0,,ROK Navy FC,South Korea,1954-06-16
Park Il-kap,South Korea,17,FW, (1926-03-21),0,,ROK Counterintelligence Corps FC,South Korea,1954-06-16
Choi Yung-keun,South Korea,18,FW, (1923-02-08),0,,ROK Navy FC,South Korea,1954-06-16
Li Ki-joo,South Korea,19,FW, (1926-11-12),0,,Chosun Textile Company FC,South Korea,1954-06-16
Chung Kook-chin,South Korea,20,FW, (1917-01-02),2,,ROK Navy FC,South Korea,1954-06-16
