Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Américo,Portugal,1,GK, (1933-03-06),6,,Porto,Portugal,1966-07-11
Joaquim Carvalho,Portugal,2,GK, (1937-04-18),5,,Sporting CP,Portugal,1966-07-11
José Pereira,Portugal,3,GK, (1931-09-15),5,,Belenenses,Portugal,1966-07-11
Vicente,Portugal,4,DF, (1935-09-24),16,,Belenenses,Portugal,1966-07-11
Germano,Portugal,5,DF, (1933-01-18),23,,Benfica,Portugal,1966-07-11
Fernando Peres,Portugal,6,MF, (1942-01-08),3,,Sporting CP,Portugal,1966-07-11
Ernesto Figueiredo,Portugal,7,FW, (1937-07-06),2,,Sporting CP,Portugal,1966-07-11
João Lourenço,Portugal,8,FW, (1942-04-08),0,,Sporting CP,Portugal,1966-07-11
Hilário,Portugal,9,MF, (1939-03-19),18,,Sporting CP,Portugal,1966-07-11
Mário Coluna (captain),Portugal,10,MF, (1935-08-06),45,,Benfica,Portugal,1966-07-11
António Simões,Portugal,11,MF, (1943-12-14),20,,Benfica,Portugal,1966-07-11
José Augusto,Portugal,12,MF, (1937-04-13),29,,Benfica,Portugal,1966-07-11
Eusébio,Portugal,13,FW, (1942-01-25),26,,Benfica,Portugal,1966-07-11
Fernando Cruz,Portugal,14,MF, (1940-08-12),10,,Benfica,Portugal,1966-07-11
Manuel Duarte,Portugal,15,FW, (1943-05-20),2,,Leixões,Portugal,1966-07-11
Jaime Graça,Portugal,16,MF, (1942-01-10),6,,Vitória de Setúbal,Portugal,1966-07-11
João Morais,Portugal,17,DF, (1935-03-06),2,,Sporting CP,Portugal,1966-07-11
José Torres,Portugal,18,FW, (1938-09-08),18,,Benfica,Portugal,1966-07-11
Custódio Pinto,Portugal,19,MF, (1942-02-09),10,,Porto,Portugal,1966-07-11
Alexandre Baptista,Portugal,20,DF, (1941-02-17),4,,Sporting CP,Portugal,1966-07-11
José Carlos,Portugal,21,DF, (1941-09-22),19,,Sporting CP,Portugal,1966-07-11
Alberto Festa,Portugal,22,DF, (1939-07-21),16,,Porto,Portugal,1966-07-11
