Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Pedro Araya,Chile,1,FW, (1942-01-23),20,,Universidad de Chile,Chile,1966-07-11
Hugo Berly,Chile,2,DF, (1941-12-31),0,,Audax Italiano,Chile,1966-07-11
Carlos Campos,Chile,3,MF, (1937-02-14),10,,Universidad de Chile,Chile,1966-07-11
Humberto Cruz,Chile,4,MF, (1939-12-08),16,,Colo-Colo,Chile,1966-07-11
Humberto Donoso,Chile,5,DF, (1938-10-09),14,,Universidad de Chile,Chile,1966-07-11
Luis Eyzaguirre,Chile,6,DF, (1939-06-22),38,,Universidad de Chile,Chile,1966-07-11
Elías Figueroa,Chile,7,DF, (1946-10-25),7,,Santiago Wanderers,Chile,1966-07-11
Alberto Fouilloux,Chile,8,FW, (1940-11-22),36,,Universidad Católica,Chile,1966-07-11
Adán Godoy,Chile,9,GK, (1936-11-26),14,,Universidad Católica,Chile,1966-07-11
Roberto Hodge,Chile,10,MF, (1944-07-30),9,,Universidad de Chile,Chile,1966-07-11
Honorino Landa,Chile,11,FW, (1942-06-01),23,,Green Cross Temuco,Chile,1966-07-11
Rubén Marcos,Chile,12,MF, (1942-12-06),17,,Universidad de Chile,Chile,1966-07-11
Juan Olivares,Chile,13,GK, (1941-02-20),4,,Santiago Wanderers,Chile,1966-07-11
Ignacio Prieto,Chile,14,MF, (1943-09-23),15,,Universidad Católica,Chile,1966-07-11
Jaime Ramírez,Chile,15,MF, (1931-08-14),46,,Universidad de Chile,Chile,1966-07-11
Orlando Ramírez,Chile,16,FW, (1943-05-07),11,,Universidad de Chile,Chile,1966-07-11
Leonel Sánchez (captain),Chile,17,MF, (1936-04-25),77,,Universidad de Chile,Chile,1966-07-11
Armando Tobar,Chile,18,MF, (1938-06-07),29,,Universidad Católica,Chile,1966-07-11
Francisco Valdés,Chile,19,FW, (1943-03-19),11,,Colo-Colo,Chile,1966-07-11
Alberto Valentini,Chile,20,DF, (1938-11-25),17,,Colo-Colo,Chile,1966-07-11
Hugo Villanueva,Chile,21,DF, (1939-04-09),15,,Universidad de Chile,Chile,1966-07-11
Guillermo Yávar,Chile,22,FW, (1943-03-26),11,,Universidad de Chile,Chile,1966-07-11
