Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Gordon Banks,England,1,GK, (1937-12-30),27,,Leicester City,England,1966-07-11
George Cohen,England,2,DF, (1939-10-22),24,,Fulham,England,1966-07-11
Ray Wilson,England,3,DF, (1934-12-17),45,,Everton,England,1966-07-11
Nobby Stiles,England,4,MF, (1942-05-18),14,,Manchester United,England,1966-07-11
Jack Charlton,England,5,DF, (1935-05-08),16,,Leeds United,England,1966-07-11
Bobby Moore (captain),England,6,DF, (1941-04-12),41,,West Ham United,England,1966-07-11
Alan Ball,England,7,MF, (1945-05-12),10,,Blackpool,England,1966-07-11
Jimmy Greaves,England,8,FW, (1940-02-20),51,,Tottenham Hotspur,England,1966-07-11
Bobby Charlton,England,9,MF, (1937-10-11),68,,Manchester United,England,1966-07-11
Geoff Hurst,England,10,FW, (1941-12-08),5,,West Ham United,England,1966-07-11
John Connelly,England,11,FW, (1938-07-18),19,,Manchester United,England,1966-07-11
Ron Springett,England,12,GK, (1935-07-22),33,,Sheffield Wednesday,England,1966-07-11
Peter Bonetti,England,13,GK, (1941-09-27),1,,Chelsea,England,1966-07-11
Jimmy Armfield,England,14,DF, (1935-09-21),43,,Blackpool,England,1966-07-11
Gerry Byrne,England,15,DF, (1938-08-29),2,,Liverpool,England,1966-07-11
Martin Peters,England,16,MF, (1943-11-08),3,,West Ham United,England,1966-07-11
Ron Flowers,England,17,MF, (1934-07-28),49,,Wolverhampton Wanderers,England,1966-07-11
Norman Hunter,England,18,DF, (1943-10-29),4,,Leeds United,England,1966-07-11
Terry Paine,England,19,FW, (1939-03-23),18,,Southampton,England,1966-07-11
Ian Callaghan,England,20,MF, (1942-04-10),1,,Liverpool,England,1966-07-11
Roger Hunt,England,21,FW, (1938-07-20),13,,Liverpool,England,1966-07-11
George Eastham,England,22,MF, (1936-09-23),19,,Arsenal,England,1966-07-11
