Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Marcel Aubour,France,1,GK, (1940-06-17),11,,Lyon,France,1966-07-11
Marcel Artelesa (captain),France,2,DF, (1938-07-02),17,,Monaco,France,1966-07-11
Edmond Baraffe,France,3,FW, (1942-10-19),3,,Toulouse,France,1966-07-11
Joseph Bonnel,France,4,MF, (1939-01-04),18,,Valenciennes,France,1966-07-11
Bernard Bosquier,France,5,DF, (1942-06-19),9,,Sochaux,France,1966-07-11
Robert Budzynski,France,6,DF, (1940-05-21),4,,Nantes,France,1966-07-11
André Chorda,France,7,DF, (1938-02-20),20,,Bordeaux,France,1966-07-11
Nestor Combin,France,8,FW, (1940-12-29),6,,Varese,Italy,1966-07-11
Didier Couécou,France,9,FW, (1944-07-25),0,,Bordeaux,France,1966-07-11
Héctor De Bourgoing,France,10,DF, (1934-07-23),2,,Bordeaux,France,1966-07-11
Gabriel De Michele,France,11,DF, (1941-03-06),0,,Nantes,France,1966-07-11
Jean Djorkaeff,France,12,DF, (1939-10-27),7,,Lyon,France,1966-07-11
Philippe Gondet,France,13,FW, (1942-05-17),5,,Nantes,France,1966-07-11
Gérard Hausser,France,14,FW, (1939-03-18),9,,Strasbourg,France,1966-07-11
Yves Herbet,France,15,MF, (1945-08-17),4,,Sedan,France,1966-07-11
Robert Herbin,France,16,MF, (1939-03-30),17,,Saint-Étienne,France,1966-07-11
Lucien Muller,France,17,MF, (1934-09-03),16,,Barcelona,Spain,1966-07-11
Jean-Claude Piumi,France,18,DF, (1940-05-27),2,,Valenciennes,France,1966-07-11
Laurent Robuschi,France,19,FW, (1935-10-05),4,,Bordeaux,France,1966-07-11
Jacques Simon,France,20,MF, (1941-03-25),5,,Nantes,France,1966-07-11
Georges Carnus,France,21,GK, (1942-08-13),1,,Stade Français,France,1966-07-11
Johnny Schuth,France,22,GK, (1941-12-07),0,,Strasbourg,France,1966-07-11
