Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Hans Tilkowski,West Germany,1,GK, (1935-07-12),32,,Borussia Dortmund,West Germany,1966-07-11
Horst-Dieter Höttges,West Germany,2,DF, (1943-09-10),13,,Werder Bremen,West Germany,1966-07-11
Karl-Heinz Schnellinger,West Germany,3,DF, (1939-03-31),31,,Milan,Italy,1966-07-11
Franz Beckenbauer,West Germany,4,MF, (1945-09-11),8,,Bayern Munich,West Germany,1966-07-11
Willi Schulz,West Germany,5,DF, (1938-10-04),31,,Hamburger SV,West Germany,1966-07-11
Wolfgang Weber,West Germany,6,DF, (1944-06-26),12,,1. FC Köln,West Germany,1966-07-11
Albert Brülls,West Germany,7,MF, (1937-03-26),23,,Brescia,Italy,1966-07-11
Helmut Haller,West Germany,8,FW, (1939-07-21),22,,Bologna,Italy,1966-07-11
Uwe Seeler (captain),West Germany,9,FW, (1936-11-05),48,,Hamburger SV,West Germany,1966-07-11
Sigfried Held,West Germany,10,FW, (1942-08-07),4,,Borussia Dortmund,West Germany,1966-07-11
Lothar Emmerich,West Germany,11,FW, (1941-11-29),1,,Borussia Dortmund,West Germany,1966-07-11
Wolfgang Overath,West Germany,12,MF, (1943-09-29),16,,1. FC Köln,West Germany,1966-07-11
Heinz Hornig,West Germany,13,FW, (1937-09-28),7,,1. FC Köln,West Germany,1966-07-11
Friedel Lutz,West Germany,14,DF, (1939-01-21),11,,Eintracht Frankfurt,West Germany,1966-07-11
Bernd Patzke,West Germany,15,DF, (1943-03-14),2,,1860 Munich,West Germany,1966-07-11
Max Lorenz,West Germany,16,MF, (1939-08-19),7,,Werder Bremen,West Germany,1966-07-11
Wolfgang Paul,West Germany,17,DF, (1940-01-25),0,,Borussia Dortmund,West Germany,1966-07-11
Klaus-Dieter Sieloff,West Germany,18,DF, (1942-02-27),8,,VfB Stuttgart,West Germany,1966-07-11
Werner Krämer,West Germany,19,FW, (1940-01-23),11,,Meidericher SV,West Germany,1966-07-11
Jürgen Grabowski,West Germany,20,FW, (1944-07-07),3,,Eintracht Frankfurt,West Germany,1966-07-11
Günter Bernard,West Germany,21,GK, (1939-11-04),4,,Werder Bremen,West Germany,1966-07-11
Sepp Maier,West Germany,22,GK, (1944-02-28),1,,Bayern Munich,West Germany,1966-07-11
