Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ladislao Mazurkiewicz,Uruguay,1,GK, (1945-02-14),5,,Peñarol,Uruguay,1966-07-11
Horacio Troche (captain),Uruguay,2,DF, (1936-02-14),24,,Cerro,Uruguay,1966-07-11
Jorge Manicera,Uruguay,3,DF, (1938-11-04),15,,Nacional,Uruguay,1966-07-11
Pablo Forlán,Uruguay,4,MF, (1945-07-14),2,,Peñarol,Uruguay,1966-07-11
Néstor Gonçalves,Uruguay,5,DF, (1936-04-27),37,,Peñarol,Uruguay,1966-07-11
Omar Caetano,Uruguay,6,MF, (1938-11-08),12,,Peñarol,Uruguay,1966-07-11
Julio César Cortés,Uruguay,7,MF, (1941-03-29),11,,Peñarol,Uruguay,1966-07-11
José Urruzmendi,Uruguay,8,FW, (1944-08-25),12,,Nacional,Uruguay,1966-07-11
José Sasía,Uruguay,9,FW, (1933-12-27),41,,Defensor Sporting,Uruguay,1966-07-11
Pedro Rocha,Uruguay,10,FW, (1942-12-03),20,,Peñarol,Uruguay,1966-07-11
Domingo Pérez,Uruguay,11,FW, (1936-06-07),20,,Nacional,Uruguay,1966-07-11
Roberto Sosa,Uruguay,12,GK, (1935-06-14),19,,Nacional,Uruguay,1966-07-11
Nelson Díaz,Uruguay,13,DF, (1942-01-12),8,,Peñarol,Uruguay,1966-07-11
Emilio Álvarez,Uruguay,14,DF, (1939-02-10),15,,Nacional,Uruguay,1966-07-11
Luis Ubiña,Uruguay,15,DF, (1940-06-07),4,,Rampla Juniors,Uruguay,1966-07-11
Eliseo Álvarez,Uruguay,16,DF, (1940-08-09),6,,Rampla Juniors,Uruguay,1966-07-11
Héctor Salvá,Uruguay,17,MF, (1939-11-27),6,,Danubio,Uruguay,1966-07-11
Milton Viera,Uruguay,18,FW, (1946-05-11),2,,Nacional,Uruguay,1966-07-11
Héctor Silva,Uruguay,19,MF, (1940-02-01),18,,Peñarol,Uruguay,1966-07-11
Luis Ramos,Uruguay,20,DF, (1939-10-09),2,,Nacional,Uruguay,1966-07-11
Víctor Espárrago,Uruguay,21,MF, (1944-10-06),6,,Nacional,Uruguay,1966-07-11
Walter Taibo,Uruguay,22,GK, (1931-03-07),31,,Peñarol,Uruguay,1966-07-11
